source,target
C00034143,11278519
C00039429,11279183
C00028053,11280180
C00044958,11280441
C00052439,11281385
C00043292,11281682
C00042957,11281745
C00043779,11281984
C00042367,11282068
C00031427,11282322
C00006096,11282394
C00025253,11282465
C00015236,11282492
C00017093,11282547
C00015960,11282961
C00036139,11282994
C00026698,11283872
C00015004,11284541
C00045044,11284792
C00033687,11284950
C00016731,11285491
C00043378,11286295
C00044524,11286684
C00045888,11288067
C00031732,11288197
C00043856,11288230
C00012800,11288276
C00008751,11288698
C00029468,11289099
C00046998,11289118
C00047156,11289118
C00043350,11289514
C00054250,11289552
C00036007,11290035
C00041990,11290362
C00042140,11290871
C00032282,11290884
C00030438,11290991
C00023438,11291777
C00029238,11291940
C00035291,11291989
C00030097,11292179
C00045019,11292538
C00043331,11292999
C00043876,11293291
C00004198,11293760
C00031677,11294177
C00032513,11294368
C00053232,11294680
C00043424,11296670
C00015022,11296799
C00031649,11296881
C00042444,11296926
C00035452,11297287
C00032048,11298006
C00020072,11298625
C00040441,11299178
C00021655,11299584
C00043140,11299669
C00043016,11299693
C00042878,11300590
C00029538,11300643
C00042818,11301232
C00026947,11301771
C00036192,11302291
C00030439,11302483
C00009872,11303135
C00052722,11303553
C00042898,11303705
C00043235,11304148
C00048759,11304789
C00042512,11304872
C00035895,11305767
C00035873,11307037
C00026564,11308351
C00027485,11308369
C00044523,11309896
C00034293,11310032
C00035930,11310374
C00019958,11310556
C00039328,11310803
C00014925,11310944
C00043110,11311111
C00042626,11311158
C00022007,11311311
C00033509,11312257
C00043139,11312272
C00027790,11312403
C00024595,11312435
C00003997,11312486
C00031798,11312618
C00043408,11312742
C00041281,11312990
C00042086,11313238
C00015662,11314326
C00024642,11314974
C00044966,11315494
C00023136,11315692
C00034680,11316191
C00034825,11316212
C00026703,11316460
C00042328,11316775
C00044828,11317321
C00015532,11317652
C00019250,11317821
C00026595,11317971
C00044830,11318095
C00045043,11319422
C00043685,11319570
C00016223,11321082
C00010828,11321191
C00020288,11322321
C00017073,11322443
C00026598,11322692
C00044533,11322726
C00021521,11323087
C00017982,11324413
C00031889,11324912
C00014614,11325222
C00046387,11325231
C00031411,11325336
C00042006,11325377
C00011118,11325738
C00051930,11325800
C00044959,11326411
C00044753,11326520
C00028500,11326613
C00042519,11326931
C00031387,11327159
C00031746,11327449
C00042183,11327620
C00036086,11327879
C00043274,11328243
C00028501,11328262
C00035799,11328706
C00048762,11329151
C00028823,11329395
C00043935,11330069
C00026775,11330964
C00035838,11331217
C00028185,11331407
C00045125,11332025
C00014940,11332272
C00020254,11333406
C00019928,11334023
C00032092,11334308
C00020317,11334451
C00043345,11334620
C00021660,11334679
C00039852,11334829
C00048226,11335328
C00024152,11335575
C00031799,11335585
C00036337,11335703
C00032745,11335710
C00042085,11335728
C00031025,11336352
C00027356,11336443
C00010811,11336586
C00042947,11336823
C00044118,11336941
C00036887,11337580
C00030204,11337736
C00042900,11337778
C00042855,11338395
C00011563,11338427
C00044963,11338893
C00042951,11339386
C00032071,11340195
C00035973,11340195
C00042128,11340276
C00031432,11340518
C00006721,11340563
C00032217,11341614
C00016689,11342224
C00035683,11343196
C00045124,11343557
C00042744,11343842
C00044478,11345068
C00042650,11345225
C00021662,11345345
C00031438,11345691
C00042879,11345766
C00045919,11345827
C00036895,11346474
C00004050,11346860
C00045761,11346998
C00035983,11347196
C00040190,11347535
C00041983,11347590
C00030211,11347922
C00034679,11347939
C00042931,11348272
C00044011,11348702
C00007193,11348830
C00024571,11349233
C00045784,11349752
C00004088,11349817
C00032182,11350041
C00034692,11350254
C00027117,11350305
C00016308,11350718
C00042365,11351129
C00031901,11351338
C00033766,11352948
C00006420,11353243
C00043451,11353508
C00043511,11353576
C00044248,11353866
C00026776,11353986
C00031854,11354754
C00045101,11355302
C00010612,11355587
C00032047,11355692
C00037207,11356744
C00043344,11357208
C00043034,11357243
C00044537,11357545
C00013005,11357602
C00026593,11357993
C00031486,11358079
C00034287,11358117
C00011252,11358551
C00013434,11358607
C00042337,11358800
C00031965,11359573
C00035312,11359996
C00026627,11360558
C00042897,11360758
C00043147,11360938
C00031399,11361225
C00004813,11361284
C00041981,11361546
C00043291,11361815
C00043294,11361815
C00043137,11361892
C00042345,11362101
C00053976,11362108
C00031843,11362138
C00031550,11362444
C00054222,11362497
C00026566,11363725
C00023023,11365423
C00027943,11366040
C00043626,11366139
C00035945,11368269
C00015013,11368302
C00043858,11368333
C00045011,11368654
C00034286,11370042
C00043945,11370173
C00043788,11370316
C00018244,11370435
C00031962,11370504
C00035596,11370638
C00042640,11371093
C00043823,11371224
C00043824,11371224
C00029020,11371371
C00026645,11371502
C00026644,11371848
C00043489,11372233
C00042113,11373033
C00035195,11373207
C00035199,11373207
C00036087,11373407
C00043318,11373470
C00044440,11374870
C00043848,11376300
C00049860,11376469
C00044292,11376806
C00043996,11376945
C00031859,11376977
C00042321,11377249
C00026701,11377306
C00019310,11377422
C00032529,11377936
C00042246,11377966
C00026586,11378819
C00043342,11380163
C00042821,11380276
C00025883,11380814
C00026891,11380859
C00015528,11380920
C00019735,11381038
C00042336,11381331
C00047999,11381465
C00043611,11381787
C00042883,11382175
C00031396,11382349
C00024457,11382599
C00026666,11383433
C00004858,11383767
C00029570,11384210
C00048761,11385005
C00000896,11385155
C00043296,11385250
C00042003,11385662
C00031776,11386296
C00049970,11386458
C00043479,11387568
C00043686,11387999
C00006862,11388006
C00027165,11388181
C00048291,11389516
C00042434,11390308
C00043014,11390386
C00035806,11390465
C00026493,11390791
C00015262,11390848
C00021656,11390996
C00042763,11392873
C00028887,11393144
C00048487,11393500
C00015019,11393587
C00043130,11393691
C00009317,11393902
C00044950,11394232
C00042505,11394816
C00043807,11394888
C00031393,11395644
C00043293,11395690
C00043276,11395926
C00015946,11395931
C00043678,11397070
C00043679,11397071
C00043383,11397131
C00043932,11398272
C00031698,11398542
C00035874,11398630
C00044259,11399084
C00031590,11399341
C00043721,11400307
C00042387,11400450
C00045123,11400492
C00042193,11400559
C00036134,11400582
C00035904,11400799
C00042717,11401113
C00021659,11402022
C00035842,11402120
C00028686,11402337
C00041568,11402679
C00056010,11402824
C00016930,11403442
C00023739,11403545
C00026765,11404122
C00042129,11404626
C00031492,11404802
C00035956,11405128
C00027586,11405176
C00022490,11405334
C00045020,11405422
C00014932,11405422
C00054758,11405977
C00026704,11407097
C00035200,11407208
C00036089,11407384
C00042953,11407674
C00043037,11408374
C00016288,11410522
C00035937,11411086
C00043809,11411510
C00030249,11411688
C00043744,11411715
C00031367,11411716
C00044407,11412869
C00021832,11413319
C00043015,11413968
C00043983,11414760
C00043481,11415344
C00053145,11415391
C00038057,11415660
C00030970,11415719
C00044968,11415828
C00054685,11416024
C00042948,11416661
C00025145,11416867
C00044969,11417100
C00030126,11417103
C00044892,11417148
C00044893,11417148
C00031950,11417181
C00034682,11417350
C00004776,11417464
C00017085,11417738
C00043036,11417800
C00043277,11418215
C00042364,11418849
C00043379,11418849
C00029871,11419457
C00054839,11419599
C00043781,11420152
C00042965,11420157
C00008809,11420256
C00035280,11421303
C00031744,11422101
C00043420,11422411
C00037060,11422787
C00017522,11424773
C00032091,11425005
C00043349,11425225
C00044534,11425231
C00021661,11425649
C00023955,11426065
C00026472,11426211
C00043667,11426344
C00042091,11426688
C00026681,11427099
C00031814,11427657
C00014986,11427950
C00030441,11428499
C00042700,11428821
C00017578,11429552
C00054218,11429615
C00035953,11429981
C00036193,11430236
C00044964,11430697
C00053771,11431250
C00031787,11431307
C00043782,11431483
C00026688,11431900
C00042333,11432422
C00030121,11432549
C00022948,11433225
C00042537,11433532
C00043722,11434381
C00045104,11434824
C00043828,11434838
C00055671,11435263
C00053478,11435490
C00055327,11435957
C00048387,11435962
C00019778,11436481
C00042560,11436623
C00037241,11436638
C00042016,11436816
C00019939,11436940
C00043822,11437352
C00027956,11437401
C00042822,11437700
C00043409,11437736
C00043205,11438059
C00042860,11438296
C00042577,11438319
C00043944,11438670
C00035288,11439457
C00032525,11439459
C00031449,11440121
C00044965,11440392
C00042474,11440405
C00034670,11440685
C00019079,11441072
C00028502,11441783
C00035820,11442037
C00028083,11443064
C00044829,11443143
C00026708,11443468
C00031699,11444250
C00044411,11444566
C00036009,11444791
C00042195,11446088
C00031439,11447323
C00020417,11447720
C00016698,11448564
C00043444,11448657
C00011471,11448666
C00007234,11449086
C00014424,11449431
C00043225,11449826
C00040790,11451146
C00000607,11451194
C00032181,11451529
C00043870,11452603
C00042259,11452961
C00031844,11453345
C00040185,11453452
C00042647,11453871
C00042807,11454351
C00026930,11455264
C00026699,11455270
C00044428,11455599
C00041991,11456112
C00045121,11457469
C00037789,11457687
C00054973,11458194
C00021313,11458355
C00035180,11458379
C00026345,11458618
C00054228,11459313
C00021657,11459695
C00031493,11460797
C00042806,11461162
C00042005,11462054
C00043711,11462067
C00023485,11462192
C00019388,11462431
C00031385,11463315
C00034717,11463564
C00034681,11463588
C00045093,11463618
C00045092,11463686
C00035238,11463891
C00042962,11463959
C00043871,11464082
C00031605,11464176
C00027115,11464259
C00042090,11464290
C00042379,11464291
C00026349,11464334
C00035821,11464841
C00043038,11465110
C00042634,11465690
C00030440,11465808
C00042966,11466031
C00041993,11467718
C00030139,11468869
C00044718,11469636
C00035043,11469649
C00041265,11469945
C00015515,11470243
C00037406,11470765
C00033813,11471283
C00019506,11471620
C00019739,11471684
C00037288,11471752
C00012539,11471955
C00007043,11472044
C00042877,11472544
C00008577,11472604
C00042764,11472648
C00022748,11472742
C00026946,11472794
C00038072,11472951
C00043226,11472960
C00019736,11473148
C00014616,11473265
C00031888,11473406
C00011276,11473485
C00042809,11474580
C00054217,11475209
C00054220,11475609
C00043817,11476306
C00036194,11476628
C00043275,11476642
C00042406,11476943
C00021214,11477598
C00042322,11477661
C00027148,11478374
C00043861,11478862
C00018183,11479333
C00031589,11479347
C00028844,11479587
C00035936,11479840
C00052382,11481210
C00026587,11481434
C00046204,11481467
C00052399,11481760
C00011215,11482216
C00011216,11482216
C00042561,11482553
C00043407,11482761
C00041567,11482807
C00031364,11483103
C00052107,11483233
C00035093,11483643
C00043468,11483958
C00008581,11484360
C00032304,11484779
C00030361,11485268
C00027009,11486061
C00015012,11486064
C00035986,11486236
C00038882,11486277
C00014988,11486582
C00031562,11486950
C00043519,11488385
C00026596,11489129
C00043124,11489591
C00035277,11489665
C00038455,11489828
C00031743,11490410
C00013863,11490636
C00043746,11491208
C00031924,11491292
C00040256,11491525
C00042746,11491755
C00055548,11491990
C00030586,11492263
C00009533,11492597
C00041813,11493191
C00042291,11493679
C00043126,11493734
C00032382,11494263
C00042633,11494542
C00041748,11494583
C00022608,11495328
C00031810,11495491
C00042646,11495793
C00042362,11496614
C00041999,11497085
C00017683,11497184
C00041998,11497321
C00042422,11497614
C00052066,11498347
C00052071,11498347
C00031791,11498485
C00015500,11498501
C00044622,11498616
C00041804,11498627
C00033879,11499198
C00026443,11500128
C00009639,11500744
C00041501,11501047
C00032381,11501148
C00041477,11501289
C00041685,11501570
C00015666,11502215
C00007103,11502310
C00034826,11503863
C00031704,11503965
C00031013,11503968
C00042645,11504779
C00014573,11505200
C00031556,11505441
C00039804,11506346
C00026829,11506896
C00029519,11506999
C00031010,11507326
C00041577,11507728
C00031508,11508313
C00031106,11508879
C00053362,11508953
C00040327,11509473
C00015867,11510446
C00042706,11511059
C00043026,11511357
C00041401,11513260
C00048340,11513780
C00035301,11514446
C00031840,11514622
C00031305,11514809
C00041688,11515118
C00035933,11515404
C00031774,11515478
C00030587,11515758
C00035416,11515966
C00047646,11516228
C00042685,11517742
C00030641,11518252
C00035511,11518288
C00054505,11518301
C00030834,11518330
C00030557,11518340
C00053238,11518692
C00042425,11519464
C00041519,11520070
C00031716,11520146
C00054454,11521101
C00052137,11521169
C00043513,11521285
C00035161,11521428
C00042350,11521810
C00042410,11521835
C00031008,11522311
C00045145,11522412
C00035396,11522574
C00034836,11522801
C00029875,11523688
C00027024,11524209
C00041551,11526176
C00009111,11527214
C00009112,11527214
C00042303,11527293
C00041834,11527893
C00041418,11528192
C00031303,11528614
C00041876,11529700
C00042839,11529865
C00035417,11530261
C00042771,11530321
C00024491,11530478
C00019089,11531859
C00042585,11533460
C00041261,11535811
C00003985,11536318
C00030773,11536338
C00052434,11536351
C00026717,11536426
C00035250,11536905
C00041951,11537361
C00027047,11537380
C00038947,11537430
C00029569,11537710
C00054927,11538839
C00035365,11539802
C00043013,11540437
C00043081,11540926
C00056028,11541511
C00031002,11544204
C00052057,11545338
C00040213,11546034
C00041559,11546269
C00030499,11546423
C00030723,11546716
C00004218,11546834
C00035364,11547034
C00043066,11547355
C00042309,11547923
C00042310,11548828
C00032259,11549006
C00041500,11549096
C00031614,11549629
C00055212,11549646
C00033875,11550001
C00035334,11550512
C00042133,11550582
C00035400,11550979
C00035398,11551189
C00041846,11551473
C00042293,11551661
C00042357,11552520
C00041952,11552547
C00053753,11553049
C00042772,11553272
C00043021,11554420
C00044951,11554503
C00041883,11554523
C00039721,11554602
C00030177,11554938
C00042421,11555787
C00041780,11557226
C00042630,11557663
C00056141,11558140
C00035304,11558350
C00031009,11558520
C00041940,11559066
C00042770,11559542
C00041579,11559671
C00041847,11559852
C00041895,11560189
C00042212,11560591
C00027498,11560921
C00029876,11561120
C00034904,11561211
C00048667,11561907
C00035405,11563133
C00042306,11563342
C00031790,11563385
C00009218,11563963
C00010827,11564505
C00048832,11565494
C00035399,11565732
C00047921,11565893
C00031094,11566132
C00039722,11566180
C00032383,11566408
C00034843,11568522
C00042581,11569673
C00042037,11570108
C00043113,11570230
C00042162,11570897
C00031415,11571295
C00041774,11571566
C00034835,11571998
C00042768,11572481
C00036440,11572718
C00029373,11572819
C00002197,11573353
C00049001,11573479
C00013318,11574015
C00030544,11574162
C00048575,11574449
C00027025,11574941
C00030823,11575632
C00030640,11575926
C00038236,11576389
C00006587,11577090
C00042419,11577184
C00005671,11577257
C00041398,11577995
C00052422,11579163
C00042471,11579599
C00041289,11579879
C00032094,11580062
C00035765,11580115
C00036388,11580116
C00043307,11580150
C00030895,11580650
C00052702,11580745
C00022110,11581375
C00055726,11582680
C00043114,11582923
C00035289,11583623
C00029261,11583784
C00041301,11584214
C00032252,11584453
C00041449,11585511
C00034444,11585931
C00039803,11586207
C00038086,11586486
C00021308,11586487
C00042556,11586727
C00042837,11586885
C00041942,11588069
C00041493,11588137
C00034951,11588678
C00042601,11589139
C00016242,11589435
C00035298,11589626
C00035193,11589829
C00042460,11591550
C00030493,11592813
C00055500,11593000
C00041419,11593330
C00041750,11593500
C00043512,11593647
C00035300,11593941
C00042571,11593998
C00032380,11595156
C00031456,11595642
C00019492,11595871
C00042687,11596094
C00004127,11597485
C00031414,11598276
C00042060,11598362
C00053670,11598520
C00043027,11599133
C00031416,11600196
C00031417,11600197
C00040202,11600642
C00041624,11601489
C00031011,11601663
C00030893,11602007
C00041938,11602133
C00034968,11602375
C00007214,11602375
C00042636,11602649
C00016363,11603077
C00031968,11603911
C00000627,11604108
C00042686,11604251
C00042380,11605149
C00043069,11605306
C00029093,11606728
C00039806,11607781
C00032332,11607810
C00020398,11608227
C00041431,11608282
C00042500,11608861
C00041371,11609116
C00041623,11609147
C00013300,11609345
C00030559,11609381
C00030590,11609404
C00041560,11609971
C00029646,11610090
C00042559,11612119
C00042311,11612835
C00039999,11613161
C00038456,11613853
C00013943,11614364
C00041819,11616743
C00042793,11616906
C00041502,11617367
C00048846,11617875
C00024616,11618751
C00034819,11619632
C00043023,11620179
C00031717,11621517
C00032089,11622076
C00041836,11622106
C00032169,11622188
C00041417,11622198
C00055915,11622364
C00002290,11622645
C00031004,11622859
C00026445,11622868
C00031768,11622963
C00042466,11623101
C00048834,11623191
C00041372,11623581
C00056143,11623614
C00041939,11623865
C00038945,11624005
C00035418,11624058
C00032256,11624685
C00027655,11624802
C00054838,11624883
C00042352,11624964
C00053784,11625362
C00041896,11625932
C00043083,11626253
C00043022,11627576
C00041775,11629473
C00031848,11629562
C00029685,11630310
C00041288,11630387
C00055010,11630663
C00052262,11630759
C00034780,11631405
C00041244,11631693
C00042462,11631769
C00042538,11631807
C00011165,11632717
C00029392,11632719
C00029879,11632787
C00027606,11632806
C00019090,11632842
C00035296,11632843
C00030452,11633321
C00031545,11633672
C00029995,11633740
C00014574,11635614
C00041414,11635634
C00029413,11635846
C00011894,11636960
C00011414,11637048
C00031524,11637974
C00035401,11638038
C00031304,11638279
C00041479,11638745
C00043127,11639449
C00029873,11639977
C00042467,11640475
C00030556,11641257
C00043067,11641899
C00041858,11642398
C00044745,11644088
C00034811,11645514
C00042292,11645658
C00015083,11646278
C00025057,11646359
C00043068,11647652
C00039720,11647836
C00030158,11649492
C00041622,11649593
C00009073,11649946
C00041415,11650468
C00031903,11650625
C00041471,11651008
C00012018,11651448
C00012841,11651583
C00053596,11652416
C00031485,11652569
C00041845,11652644
C00041844,11652681
C00032384,11652840
C00041229,11652871
C00034812,11653016
C00030591,11653163
C00029394,11653316
C00042355,11653667
C00029880,11654598
C00034838,11655638
C00043024,11656161
C00042423,11656306
C00043029,11656464
C00015280,11656956
C00041606,11657566
C00025536,11657687
C00041402,11657758
C00032297,11657939
C00037829,11658052
C00030218,11658218
C00042027,11658312
C00010959,11658317
C00042769,11659128
C00039941,11659452
C00035402,11659464
C00035397,11659687
C00052330,11660079
C00032255,11661100
C00053151,11661102
C00034842,11661175
C00031976,11662424
C00042533,11662818
C00030560,11663265
C00042582,11663608
C00041473,11663841
C00031329,11664040
C00031409,11664067
C00041396,11664284
C00041397,11664284
C00023237,11664389
C00041835,11665164
C00041693,11665263
C00049397,11665504
C00022025,11665700
C00041637,11665726
C00042409,11666160
C00041373,11666202
C00030894,11666718
C00008580,11666859
C00022415,11666871
C00042838,11666932
C00034815,11667237
C00017130,11667520
C00028678,11667940
C00036836,11668301
C00030589,11668480
C00031977,11669228
C00016752,11669726
C00034931,11670588
C00043106,11670649
C00042307,11671176
C00031410,11671519
C00039048,11671902
C00027204,11673094
C00055609,11673107
C00042848,11673192
C00031981,11673265
C00043108,11673743
C00038517,11673949
C00029548,11674044
C00015856,11674225
C00034814,11674241
C00054216,11675094
C00030833,11675495
C00042035,11678222
C00042305,11679124
C00031979,11679311
C00030398,11679800
C00035333,11680082
C00030558,11681230
C00013398,11681403
C00041882,11683868
C00041474,11685448
C00042308,11685628
C00052065,11686011
C00009210,11686333
C00042262,11686447
C00032334,11686830
C00041759,11687274
C00042824,11687387
C00043472,11687449
C00010264,11687648
C00041696,11687726
C00041370,11687814
C00032274,11688549
C00042213,11688617
C00041348,11689387
C00041826,11689655
C00041576,11689734
C00031809,11690334
C00041302,11691140
C00042038,11692317
C00041620,11692566
C00038085,11692946
C00017635,11693839
C00048835,11694710
C00043109,11694735
C00036109,11694869
C00048833,11694926
C00038065,11695361
C00041941,11695736
C00042356,11696451
C00030724,11696901
C00042249,11697703
C00031975,11697820
C00042861,11697907
C00009082,11699925
C00034583,11699930
C00041394,11699974
C00041400,11699975
C00041806,11700563
C00031613,11700570
C00033555,11701031
C00043717,11701427
C00043100,11701683
C00031001,11701981
C00031105,11701986
C00055053,11702450
C00041578,11703128
C00030883,11703153
C00035841,11703574
C00048847,11703984
C00034827,11704200
C00034846,11704807
C00041558,11705452
C00042532,11705497
C00040538,11708234
C00041636,11708368
C00054124,11708580
C00052766,11708657
C00042351,11708732
C00056129,11708810
C00056142,11708866
C00041877,11709174
C00038518,11709322
C00036181,11709351
C00009642,11709595
C00038946,11709882
C00009499,11710066
C00042715,11710639
C00042558,11711225
C00038332,11711264
C00041300,11713085
C00042014,11713141
C00043028,11713435
C00042036,11713560
C00041443,11713917
C00035415,11716159
C00036948,11716631
C00041766,11717379
C00043128,11717517
C00035293,11717723
C00030561,11718246
C00031506,11719058
C00042557,11719358
C00043025,11720570
C00042304,11721519
C00014895,11721692
C00034443,11721984
C00032331,11722255
C00037214,11722349
C00037368,11722476
C00015206,11722558
C00054483,11722912
C00037425,11722947
C00018246,11723026
C00033002,11723136
C00027642,11723138
C00040204,11723174
C00000892,11723309
C00024245,11723339
C00015007,11723383
C00050399,11723443
C00054683,11723673
C00036554,11723995
C00037221,11724027
C00035883,11724191
C00044612,11724224
C00024259,11724762
C00019624,11724813
C00025988,11724883
C00009862,11724915
C00028992,11725009
C00027971,11725129
C00010375,11725201
C00053773,11725801
C00013337,11726019
C00025181,11726520
C00031667,11726571
C00033286,11726866
C00007024,11727014
C00015168,11727105
C00032057,11727429
C00032055,11727544
C00024765,11727567
C00026840,11727714
C00027013,11727739
C00045455,11728714
C00026740,11728810
C00033261,11728813
C00037801,11729149
C00014554,11729201
C00016490,11729317
C00045940,11729430
C00041825,11729714
C00000895,11729855
C00045126,11731811
C00017088,11732511
C00037340,11732630
C00046279,11732668
C00046433,11733238
C00045872,11733358
C00033412,11733602
C00033218,11733698
C00045739,11734472
C00046394,11734553
C00023042,11734696
C00043775,11735092
C00032810,11735184
C00017461,11735705
C00024743,11736261
C00042247,11736320
C00043299,11736320
C00042889,11737252
C00042814,11738798
C00025918,11739413
C00019456,11739634
C00035168,11739635
C00019209,11740108
C00049576,11740369
C00024628,11740441
C00047500,11740722
C00026636,11740730
C00045419,11740882
C00004811,11741090
C00044949,11741259
C00027335,11741544
C00004674,11741814
C00032723,11741856
C00046217,11742055
C00018939,11742062
C00046200,11742075
C00014484,11742190
C00015624,11742283
C00037027,11742643
C00041435,11742743
C00047444,11742973
C00032441,11743072
C00051894,11744748
C00000248,11744786
C00011062,11744805
C00000830,11744854
C00050348,11744892
C00044935,11745259
C00055583,11745305
C00035691,11745305
C00045692,11745513
C00045002,11745794
C00020081,11745938
C00026384,11746183
C00020286,11746220
C00021301,11746225
C00017007,11746594
C00021026,11746867
C00021064,11747064
C00020759,11747525
C00000378,11747697
C00046423,11748527
C00025069,11748955
C00053237,11749171
C00042819,11749330
C00019737,11749695
C00044960,11749894
C00054219,11750010
C00016771,11750429
C00024726,11750517
C00042145,11750568
C00031549,11750791
C00055419,11751541
C00053769,11751719
C00043325,11751733
C00044016,11752064
C00043931,11752938
C00044439,11752980
C00031893,11753405
C00027166,11753871
C00042131,11753871
C00030098,11754080
C00016524,11754246
C00015821,11754381
C00049698,11754594
C00053097,11754671
C00034821,11754819
C00046233,11755009
C00046236,11755018
C00045616,11755236
C00027958,11755962
C00013720,11756418
C00031956,11756746
C00014728,11757331
C00015106,11757335
C00018615,11757702
C00044322,11757915
C00040999,11758095
C00025796,11758407
C00027324,11758407
C00044357,11758608
C00000451,11758790
C00036593,11759299
C00014447,11759486
C00033053,11759649
C00032019,11759710
C00031671,11760123
C00031248,11760306
C00018963,11760422
C00035006,11760442
C00037977,11760779
C00045838,11761556
C00015033,11762053
C00015034,11762054
C00015136,11762748
C00032590,11762872
C00032916,11762905
C00017645,11762918
C00015141,11762965
C00045736,11763225
C00030080,11764253
C00015024,11764292
C00037832,11764506
C00046335,11764681
C00030021,11764949
C00032079,11765116
C00014578,11765182
C00050085,11765397
C00046875,11765531
C00049665,11765563
C00028582,11766324
C00032589,11767498
C00037350,11768304
C00044984,11768341
C00045280,11768411
C00034907,11768700
C00018799,11769495
C00027639,11769676
C00029055,11769676
C00011581,11769943
C00020394,11770005
C00033734,11770062
C00045356,11770096
C00032432,11770338
C00021528,11770341
C00013101,11770472
C00033700,11770473
C00032156,11770726
C00029280,11771038
C00030180,11771152
C00035944,11771368
C00044691,11771466
C00022475,11771531
C00044013,11771639
C00042882,11772044
C00042899,11772125
C00035952,11772234
C00028718,11772257
C00030521,11772257
C00000481,11772642
C00043617,11773212
C00030832,11773291
C00031392,11774473
C00031430,11775297
C00045990,11775924
C00016320,11776225
C00029644,11776892
C00053331,11777169
C00015277,11777365
C00045593,11777480
C00047968,11778320
C00007042,11778601
C00049903,11778771
C00007942,11778945
C00026456,11779017
C00028867,11779245
C00045383,11779319
C00049480,11779478
C00015319,11779540
C00010037,11779541
C00033765,11779542
C00045984,11779567
C00016465,11779662
C00026390,11779731
C00045148,11779935
C00044699,11780432
C00044496,11780847
C00015156,11781445
C00052290,11781835
C00023975,11782478
C00023963,11782794
C00024681,11782794
C00045825,11783000
C00044456,11783297
C00045380,11783461
C00026789,11783635
C00030183,11783733
C00045998,11783867
C00032463,11783899
C00046401,11784040
C00012550,11784583
C00045319,11784642
C00048292,11784921
C00021215,11785364
C00056124,11787114
C00043749,11787337
C00043747,11787617
C00042964,11787976
C00040671,11788101
C00043827,11788160
C00010884,11788398
C00023598,11789518
C00026885,11789518
C00010370,11789573
C00023599,11789724
C00012569,11790230
C00012511,11790670
C00016868,11790817
C00020713,11791030
C00049244,11791717
C00050097,11792226
C00049770,11792569
C00025792,11792660
C00025015,11792828
C00045809,11793144
C00045810,11793280
C00047035,11793651
C00016263,11794029
C00049581,11794189
C00050188,11794191
C00028602,11794264
C00040973,11794854
C00028056,11794877
C00051933,11794877
C00018928,11794951
C00039053,11795135
C00048985,11795256
C00013515,11795367
C00046723,11796045
C00048982,11796055
C00033977,11796574
C00026910,11796710
C00028145,11796882
C00014547,11797107
C00046914,11797567
C00027837,11797699
C00048981,11797734
C00049790,11797786
C00047093,11797891
C00019237,11798274
C00033007,11798488
C00026965,11799485
C00049492,11799567
C00049810,11799629
C00024036,11799919
C00049533,11800545
C00016207,11800575
C00046946,11801063
C00024148,11801102
C00038261,11801225
C00015121,11801392
C00046541,11801684
C00026575,11801857
C00032193,11802077
C00045886,11802113
C00049692,11802241
C00049693,11802241
C00033332,11802540
C00016416,11802588
C00032198,11802781
C00028864,11803051
C00034638,11803484
C00046878,11803593
C00038804,11803618
C00033255,11803920
C00032706,11803929
C00032996,11804136
C00032359,11804163
C00026936,11804165
C00016020,11804544
C00010282,11804919
C00000250,11804943
C00010716,11805123
C00045466,11805213
C00021773,11805836
C00011715,11806114
C00046428,11806868
C00020097,11806869
C00020611,11807014
C00032036,11807303
C00045053,11807459
C00027030,11807483
C00023430,11807560
C00014926,11807796
C00040930,11808267
C00020760,11808534
C00035271,11809239
C00000415,11809853
C00032059,11809905
C00032056,11809978
C00026835,11810226
C00047055,11810478
C00019024,11810763
C00017083,11810779
C00045015,11811378
C00044687,11811553
C00046273,11811708
C00045797,11812063
C00024545,11812230
C00039576,11812312
C00044619,11812313
C00045127,11812594
C00017051,11812622
C00045129,11812629
C00044315,11813755
C00032928,11813875
C00044134,11813880
C00014088,11813924
C00041744,11814007
C00047083,11814010
C00043483,11814110
C00032189,11814181
C00032190,11814182
C00015986,11814600
C00017222,11814693
C00045027,11814946
C00010913,11815433
C00029947,11815492
C00043910,11815573
C00015390,11815990
C00036367,11817183
C00042276,11817393
C00029983,11817681
C00052659,11818168
C00054245,11818503
C00029864,11818504
C00023738,11818600
C00046181,11818716
C00032372,11819072
C00037604,11819210
C00020030,11819936
C00015664,11820158
C00016855,11820220
C00050108,11820250
C00050109,11820250
C00011907,11821485
C00029013,11822483
C00012555,11822545
C00009695,11822566
C00045711,11823304
C00027171,11823545
C00028134,11823670
C00028719,11824177
C00000589,11824478
C00045668,11824908
C00015973,11825228
C00050288,11825380
C00031822,11825585
C00033044,11825823
C00019245,11826212
C00044762,11826971
C00044761,11826996
C00028528,11827007
C00032870,11827149
C00044774,11827150
C00045411,11827309
C00032920,11827395
C00014525,11827914
C00030141,11827970
C00016857,11828024
C00045276,11828061
C00032161,11828707
C00045587,11829616
C00000368,11830173
C00021860,11830550
C00038051,11830932
C00012543,11830934
C00021796,11831043
C00020146,11831045
C00029421,11831045
C00055581,11831047
C00045423,11831064
C00013244,11831826
C00044150,11831846
C00000411,11832238
C00046158,11832570
C00018804,11833010
C00029225,11833936
C00004591,11834044
C00045447,11834250
C00013400,11834369
C00010911,11842593
C00041900,11843015
C00054375,11843136
