Decachaeta scabrella	
Decachaeta thieleana	
Decaisnea fargesii	41780
Decaisnella thyridioides	
Decalepsis hamiltonii	
Decaryia madagascariensis	
Decatropis bicolor	
Decodon verticillata	
Decodon verticillatus	162018
Decussocarpus spp.	
Decussocarpus wallichianus	
Deguelia hatschbachii	132437
Deguelia rariflora	
Deguelia rufescens	
Deguelia spruceana	1954553
Dehaasia incrassata	128613
Dehaasia longipedicellata	
Dehaasia triandra	
Dehassia kurzii	
Dehassia tetrandra	
Deidamia clematoides	
Deinococcus radiodurans	1299
Delea versicolor	
Delia emoryi	
Delia tinctoria	
Delonix regia	72433
Delosperma luteum	
Delphinium albiflorum	
Delphinium andersonii	136314
Delphinium anhwiense	
Delphinium anthriscifolium var.savatieri	
Delphinium barbeyi	136316
Delphinium barbeyi Huth	
Delphinium barkeyi	
Delphinium biternatum	1127145
Delphinium brownii	
Delphinium brunonianum	2777021
Delphinium caeruleum Jacq.ex.Cambss.	
Delphinium cardinale	136319
Delphinium cardiopetalum	
Delphinium cardiopetalum DC.	
Delphinium carduchorum	1127148
Delphinium carolinianum	157979
Delphinium cashmerianum	1127149
Delphinium cashmirianum	
Delphinium confusum	
Delphinium consolida	
Delphinium consolida L.	
Delphinium corumbosum	
Delphinium corymbosum	
Delphinium corymbosum Rgl.	
Delphinium cossonianum	984875
Delphinium crispulum	1127152
Delphinium davisii	
Delphinium davisii Munz	
Delphinium delavayi var. pogonanthum	1045305
Delphinium denudatum	1127156
Delphinium denudatum Wall.	
Delphinium dictyocarpum	
Delphinium dictyocarpum DC.	
Delphinium dissectum	
Delphinium elatum	46247
Delphinium elatum L.var.'black night'	
Delphinium excelsum	
Delphinium fangshanense W.T.	
Delphinium fissum subsp.anatolicum	
Delphinium flexuosum	1127162
Delphinium formosum	
Delphinium freynii	1127163
Delphinium geyeri	157985
Delphinium giraldii	
Delphinium glaucum	157987
Delphinium grandiflorum	85439
Delphinium hybridum	
Delphinium kamaonense var.glabrescens	
Delphinium leroyi	1127171
Delphinium linearilobum	
Delphinium macrocentrum	1127173
Delphinium majus	
Delphinium mollipilum W.T.Wang	
Delphinium munzianum Kit Tan	
Delphinium munzianum P.H.Davis	
Delphinium nudicaule	136333
Delphinium nudicaule Torr.et Gray.	
Delphinium nuttalianum	
Delphinium nuttallianum	136334
Delphinium occidentale	
Delphinium omeiense	1045304
Delphinium oreophilum	1127182
Delphinium oreophilum Huth.	
Delphinium palmatum	
Delphinium pentagynum	1127184
Delphinium peregrinum var. elongatum	
Delphinium potaninii W.T.Wang	
Delphinium potaninii var.jiufengshanense	
Delphinium pyrimadale	
Delphinium scabriflorum	
Delphinium siwanense var. leptogen	
Delphinium souliei	1882470
Delphinium stapeliosum	
Delphinium staphisagra	
Delphinium tatsienense	1045312
Delphinium tatsiense	
Delphinium ternatum	
Delphinium tongolense	1045314
Delphinium tricorne	158006
Delphinium trifoliatum	
Delphinium trifoliolatum	
Delphinium trifoliolatum FINET et GAGNEP	
Delphinium triste	
Delphinium uncinatum	
Delphinium uncinatum Hook f.and Thomas	
Delphinium venulosm	
Delphinium venulosum	984884
Delphinium viricens	
Delphinium yunnanense	2753876
Delphinus delphis	9728
Dendranthema grandifloru	
Dendranthema grandiflorum (Ramat.) Kitamura	
Dendrilla membranosa	
Dendrobium aduncum	142611
Dendrobium amoenum	859504
Dendrobium aphyllum	154290
Dendrobium aurantiacum var.denneanum	
Dendrobium candidum	431188
Dendrobium capillipes	179351
Dendrobium chrysanthum	154291
Dendrobium crepidatum	154289
Dendrobium cumulatum	906672
Dendrobium densiflorum	161866
Dendrobium densiflorum Lindl.ex.Wall.	
Dendrobium findlayanum	179355
Dendrobium graminifolium	
Dendrobium herbaceum	859510
Dendrobium hildebrandii	
Dendrobium lituiflorum	154294
Dendrobium loddigesii	117954
Dendrobium lohohense	161870
Dendrobium moniliforme	142614
Dendrobium moschatum	117955
Dendrobium nobile	94219
Dendrobium nobile L.	
Dendrobium plicatile	1508135
Dendrobium rotundatum	1354206
Dendrobium sp.	
Dendrobium spathaceum	
Dendrobium spp.	
Dendrobium superbum	
Dendrobium terminale	335155
Dendrobium thyrsiflorum	117978
Dendrobium thysiflorum	
Dendrobium wardianum	172646
Dendroctonus brevicomis	77160
Dendroctonus frontalis	77161
Dendroctonus ponderosae	77166
Dendrodoa grossularia	30295
Dendrodoris carbunculosa	
Dendrodoris grandiflora	1798229
Dendrodoris krebsii	2783741
Dendrodoris nigra	154604
Dendrodoris tuberculosa	190914
Dendrolobium triangulare	1424754
Dendrolycopodium obscurum	62333
Dendronephthya gigantea	151771
Dendronephthya griffini	
Dendronephthya sp.	51110
Dendronephtya sp.	
Dendronephythya sp.	
Dendropanax chevalieri	242299
Dendrophthoe falcata	160049
Dendroseris neriifolia	
Dendroseris neriifolia Hook.& Arn.	
Dendrosicyos socotrana	
Dendrospora tenella	1491030
Dendrostillbella sp.	
Dendroviguiera eriophora	1048876
Dendroviguiera oaxacana	1048878
Dendroviguiera sphaerocephala	1048873
Dendroviguiera splendens	1048880
Dendroviguiera sylvatica	1048884
Dennstaedtia distenta	2747882
Dennstaedtia scabra	529617
Deparia japonica	208735
Deppea blumenaviensis Schumann	
Deprea subtriflora	115739
Dercitus sp.	
Dermatocarpon minitum	
Dermatophyllum arizonicum	247907
Dermocybe camaria	
Dermocybe sp.	2506242
Derris amazonica	
Derris araripensis	
Derris eclipta	
Derris elliptica	56063
Derris floribunda	
Derris glabrescens	
Derris hainesiana	
Derris indica	
Derris laxiflora	53865
Derris laxifolia	
Derris malaccensis	
Derris mollis	
Derris obtusa	
Derris rariflora	
Derris reticulata	647089
Derris scandens Benth.	
Derris sericea	
Derris spp.	
Derris spruceana	
Derris trifoliata	185716
Derris urucu	
Deschampsia antarctica	159298
Deschampsia spp.	
Descurainia appendiculata	983596
Descurainia pinnata	110556
Descurainia richardsonii	
Descurainia sophia	89411
Desfontainia spinosa	34247
Desmanthodium perfoliatum	
Desmanthodium spp.	
Desmanthus illinoensis	196648
Desmarestia aculeata	62298
Desmarestia viridis	62313
Desmia hornemanni	
Desmodium aparines	
Desmodium canadense	932098
Desmodium canum	
Desmodium incanum	564662
Desmodium intortum	556506
Desmodium pulchellum	
Desmodium racemosum	
Desmodium sandwicense	
Desmodium uncinatum	225101
Desmoncus polyacanthos	996938
Desmoncus polycanthus	
Desmonostoc muscorum	1179
Desmos chinensis	1179221
Desmos cochinchinensis	1202408
Desmos dasymachalus	
Desmos dumosus	1202410
Desmos longifolia	
Desmos rostrata	
Desmos spp.	
Desmos tiebaghiensis (Daniker) R.E.Fr.	
Detarium microcarpum	327901
Deutzia scabra	984478
Dhofaria macleishii	
Diabrotica undecimpunctata howardi	50388
Diacarnus erythraeanus	879318
Diacarnus erythraenus	
Diacarnus levii	
Diacarnus megaspinorhabdosa	1325596
Dialium spp.	
Dialypetalum floribundum	2010879
Dianella ensifolia	13485
Dianella nigra	217991
Dianella revoluta	670083
Dianella tasmanica	462872
Dianthus barbatus	278075
Dianthus caryophyllus	3570
Dianthus chinensis	118431
Dianthus deltoides	202448
Dianthus spp.	
Dianthus superbus	288950
Dianthus superbus var. longicalicynus	
Dianthus superbus var.longicalycinus (MAXIM.) WILL	
Dianthus versicolor	746817
Diaporthe amygdali	1214568
Diaporthe eres	83184
Diaporthe longicolla	54899
Diaporthe sojae	165439
Diaporthe sp.	1756133
Diaporthe sp. CLF-J	648030
Diaporthe sp. IFB-3lp-10	1240608
Diascia cordata	
Diascia integerrima	
Diascia megathura	
Diascia purpurea	
Diascia vigilis	
Diatenopteryx sorbifolia	124981
Diazona angulata	
Diazona sp.	
Dicentra canadensis	581247
Dicentra cucullaria	417911
Dicentra eximia	41767
Dicentra oregana Eastwood.	
Dicentra peregrina	54418
Dicentra peregrina Rudolph	
Dicentra pusilla	
Dicentra sp.	
Dicentra spectabilis L.	
Dicentra spp.	
Dichapetalum cymosum	1390545
Dichapetalum gelonioides	1679376
Dichilus gracilis	508348
Dichilus lebeckioides	53871
Dichilus pilosus	508349
Dichilus reflexus	508350
Dichilus strictus	140911
Dichomitus squalens	114155
Dichondra repens	555419
Dichorisandra thyrsiflora	168067
Dichothrix paueriana (Grun.) Bornet & Flahault	
Dichotrix baueriana	
Dichrocephala bicolor	
Dichrostachys cinerea Maab.	
Dichrotrichum sp.	
Dicksonia antarctica	3271
Dicliptera riparia	
Dicoma anomala	1184223
Dicoma capensis	496622
Dicoma schinzii	
Dicoma tomentosa	1184229
Dicoma zeyheri	
Dicoria canescens	1873178
Dicorynia guianensis	162748
Dicranoloma robustum	380527
Dicranopteris linearis	37229
Dicranopteris pedata	397678
Dicranopteris spp.	
Dicranostigma franchetianum	56851
Dicranostigma franchetianum Fedde	
Dicranostigma lactucoides	72190
Dicranostigma lactucoides Hook f.et.Thoms	
Dicranostigma lactucoides Hook.et Thoms.	
Dicranostigma lactucoides Hook.f.et Thoms	
Dicranostigma leptodum (Maxim.) Fedde	
Dicranostigma leptopodum (Maxim) Fedde	
Dicranostigma leptopodum Fedde	
Dicranostigma spp.	
Dicranum elongatum	380526
Dicranum scoparium	3222
Dictaminus albus	
Dictaminus angustifolius	
Dictaminus dasycarpus	
Dictamnus albus	298346
Dictamnus angustifolia	
Dictamnus angustifolium	
Dictamnus angustifolius	2764632
Dictamnus caucasicus	
Dictamnus dasycarpus	714465
Dictamnus hispanicus	
Dictamnus radicis Cortex	
Dictamus albus	
Dictanopteris pedata	
Dicteostelium discoideum	
Dictydiaethalium plumbeum	1334544
Dictyochaeta simplex ATCC 20960	
Dictyodendrilla cavernosa	1162782
Dictyodendrilla sp.	
Dictyodendrilla verongiformis	
Dictyoloma vandellianum	68538
Dictyopanus sp. HKI 0181	
Dictyophora indusiata	146777
Dictyopteris divaricata	156996
Dictyopteris undulata	156997
Dictyopteris zonarioides	
Dictyosphaeria sericea	
Dictyostelium purpureum K1001	
Dictyota acutiloba	381667
Dictyota cervicornis Kuetzing.	
Dictyota coriacea	499617
Dictyota dichotoma	2876
Dictyota dichotoma (Huds.)	
Dictyota fasciola	499618
Dictyota linearis	200418
Dictyota pfaffii	
Dictyota sp.	1891090
Dictyuchus monosporus	120407
Dicyclophora persica	109116
Didemnum chartaceum	
Didemnum conchyliatum	2510308
Didemnum cucliferum	
Didemnum granulatum	1132391
Didemnum guttatum	
Didemnum molle	322843
Didemnum moseleyi	
Didemnum obscurum	
Didemnum proliferum	1499334
Didemnum rodriguese	
Didemnum rubeum	
Didemnum rubeus	
Didemnum sp.	107395
Didierea spp.	
Didiscus flavus	
Didiscus sp.	2046431
Didymella maydis	259522
Didymium bahiense	289975
Didymocarpus aurantiaca	
Didymocarpus aurentiacum	
Didymocarpus corchorifolius	411089
Didymocarpus leucocalyx	
Didymocarpus malayanus	
Didymocarpus pedicellata	
Didymocarpus podocarpus	411097
Didymocheton macranthum	2731574
Didymochlaena truncatula	173906
Didymocladium ternatum	
Didymosphaeria mori-albae	
Diervilla spp.	
Diffenbachia sp. ATCC 46314	
Digitalis chalcantha	2769829
Digitalis ferruginea	285817
Digitalis grandiflora	38791
Digitalis lanata	49450
Digitalis lutea	285825
Digitalis orientalis	
Digitalis purpurea	4164
Digitalis schischkinii	
Digitalis thapsi	285839
Digitalis thapsii	
Digitalis viridiflora	285840
Dihelerispora chlamycosporia	
Diheterospora sp.	
Dilatris pillansii	379225
Dillenia bracteata	
Dillenia indica	4378
Dillenia pentagyna	1747698
Dillenia serrata	
Dillenia spp.	
Dilleniaceae	24942
Dilophus ligulatus	
Dilophus okamurae Dawson	
Dilphinium caeruleum	
Dimerostemma asperatum	244147
Dimerostemma bishopii	244148
Dimerostemma brasilianum	243764
Dimetia capitellata	499957
Dimocarpus fumatus	1972651
Dimocarpus longan	128017
Dimorphocarpa wislizeni	98002
Dinetus racemosus	941697
Dinophysis acuminata	47934
Dinophysis acuta	150597
Dinophysis sp.	2575364
Dinoseris salicifolia	496624
Dinosperma erythrococcum	1226070
Dinosperma stipitatum	2749845
Dioclea lasiophylla	1457464
Dioecrescis erythroclada	1571008
Dionaea gigantea	
Dionaea intermedia	
Dionaea muscipula	4362
Dionaea rotundifolia	
Dionchophyllum thollonii	
Dioncophyllum thollonii	122299
Dionysia archibaldii	303284
Dionysia aretioides	175033
Dionysia bryoides	303274
Dionysia curviflora	229528
Dionysia microphylla	184989
Dionysia spp.	
Dioon edule	58033
Dioon purpusii	179189
Dioon spinulosum	115877
Dioon spp.	
Diophus okamurae	
Dioscerea alata	
Dioscora panthaica	
Dioscora parviflora	
Dioscorea alata	55571
Dioscorea althaeoides	502766
Dioscorea batatus	
Dioscorea bulbifera	35874
Dioscorea bulbifera L.var sativa	
Dioscorea bulbifera var. sativa	1540005
Dioscorea bulbifera var.sativa	
Dioscorea capillaris	
Dioscorea cayenensis	29710
Dioscorea cayenensis subsp. rotundata	55577
Dioscorea cirrhosa	323663
Dioscorea colletii	
Dioscorea collettii	357959
Dioscorea collettii var. hypoglauca	357960
Dioscorea collettii var.hypoglauca	
Dioscorea communis	55634
Dioscorea composita	374975
Dioscorea cyphocarpa	
Dioscorea decipiens	167583
Dioscorea deltoidea	394303
Dioscorea deltoidea var.orbiculata	
Dioscorea draco	
Dioscorea dregeana	1128764
Dioscorea dugesii	
Dioscorea dumetorum	167584
Dioscorea floribunda	1540009
Dioscorea fustchauensis	
Dioscorea futschauensis	374971
Dioscorea galeottiana	323667
Dioscorea gracillima	64699
Dioscorea grandiflora	1678654
Dioscorea hirsuta	
Dioscorea hirsuta Blume	
Dioscorea hirsuticaulis	
Dioscorea hispida	167587
Dioscorea jaliscana	
Dioscorea japonica	4673
Dioscorea lobata	
Dioscorea mexicana	143782
Dioscorea militaris	
Dioscorea minima	167591
Dioscorea mutinervis	
Dioscorea nipponica	64700
Dioscorea oppositifolia	569628
Dioscorea palmifera	
Dioscorea panthaica	336258
Dioscorea paranensis	
Dioscorea parviflora	930788
Dioscorea platycalpata	
Dioscorea polygonoides	85194
Dioscorea polystachya	55575
Dioscorea prazeri	323674
Dioscorea preussii	329150
Dioscorea pringlei	
Dioscorea pseudojaponica	2654448
Dioscorea remotiflora	
Dioscorea rotundifolia	
Dioscorea sansibarensis	55578
Dioscorea septemloba	64701
Dioscorea spongiosa	394307
Dioscorea spp.	
Dioscorea subtomentosa	
Dioscorea testudinaria	
Dioscorea tokoro	64475
Dioscorea tokoro Makino.	
Dioscorea trifida	55581
Dioscorea tryphida	
Dioscorea ulinei	
Dioscorea urceolata	
Dioscorea villosa	330167
Dioscorea zingiberensis	325984
Dioscoreophyllum cummingsii	
Dioscoreophyllum cumminsii	3457
Diosma pilosa	
Diosma spp.	
Diospyros abyssinica	413718
Diospyros acuta	
Diospyros alboflavescens	
Diospyros angustifolia	
Diospyros argentea	983402
Diospyros austroafricana	570477
Diospyros batocana	570478
Diospyros bipindensis	413723
Diospyros buxifolia	589111
Diospyros canaliculata	
Diospyros candalleana	
Diospyros castanea	413727
Diospyros caufiflora	
Diospyros cauliflora	413728
Diospyros celebica	413731
Diospyros chaetocarpa	
Diospyros chamaethamnus	570479
Diospyros chevalieri	2708802
Diospyros chloroxylon	
Diospyros cinnabarina	2708805
Diospyros consolatae	413732
Diospyros cordifolia	
Diospyros cornii	
Diospyros crassiflora	570480
Diospyros curranii	413735
Diospyros dendo	570481
Diospyros diepenhorstii	413738
Diospyros discolor	268838
Diospyros ebenaster	
Diospyros ebenum	570484
Diospyros ehretioides	227309
Diospyros elliptifolia	
Diospyros embryopteris	
Diospyros eriantha	1009467
Diospyros evena	
Diospyros exsculpta	
Diospyros ferrea	240001
Diospyros fischeri	570485
Diospyros fragrans	413745
Diospyros gabunensis	1317786
Diospyros gilleti	
Diospyros gracilescens	1317787
Diospyros gracilipes	413748
Diospyros greeniway	
Diospyros guianensis	413749
Diospyros hebecarpa	1085411
Diospyros heterotricha	
Diospyros hirsuta	
Diospyros hoyleana	1317788
Diospyros indica	
Diospyros inhacaensis	1237537
Diospyros ismailii	
Diospyros iturensis	570487
Diospyros japonica	
Diospyros kaki	35925
Diospyros kaki sylvestris	
Diospyros kaki var.sylvestris	
Diospyros kakisylvestris	
Diospyros kamerunensis	2708808
Diospyros kirkii	570488
Diospyros leucomelas	1367309
Diospyros longiflora	
Diospyros lotus	55363
Diospyros mafiensis	
Diospyros maingayi	413754
Diospyros malanonilau	
Diospyros mannii	413757
Diospyros manrii	
Diospyros maritima	413758
Diospyros melanoxylon	1948899
Diospyros mespiliformis	413760
Diospyros mollis	268842
Diospyros monobuttensis	
Diospyros montana	413762
Diospyros moonii	
Diospyros morrisiana	1008904
Diospyros natalensis	413763
Diospyros nicaraguensis	
Diospyros nicaragunesis	
Diospyros obliquifolia	1317789
Diospyros oblongifolia	
Diospyros oppositifolia	
Diospyros palmeri	
Diospyros peregrina	
Diospyros pseudo-malabarica	
Diospyros quaesita	
Diospyros rheophytica	
Diospyros rhodocalyx	268843
Diospyros rhombifolia	268844
Diospyros rotundifolia	570492
Diospyros samoensis	589123
Diospyros sanza-minika	570493
Diospyros siamang	
Diospyros siamensis	
Diospyros siderophylla	1938276
Diospyros singaporensis	
Diospyros spinescens	
Diospyros spp.	
Diospyros squarrosa	570496
Diospyros sumatrana	268846
Diospyros sylvatica	
Diospyros texana	37488
Diospyros thwaitesii	
Diospyros tomentosa	
Diospyros toposia	589128
Diospyros tricolor	
Diospyros usambarensis	
Diospyros variegata	
Diospyros verrucosa	1237540
Diospyros virginiana	13493
Diospyros walkeri	
Diospyros wallichii	589132
Diospyros zenkeri	570498
Diotis maritima	
Dioxspyros assimilis	
Diphasia angolensis	
Diphasia klaineana	
Diphasiastrum alpinum	73625
Diphasiastrum complanatum	34168
Diphasiastrum complanatum L.Holub	
Diphasiastrum issleri	455309
Diphasiastrum sitchense	455313
Diphasiastrum thyoides	455314
Diphasiastrum tristachyum	37432
Diphasium scariosum	89040
Diphylleia cymosa	63347
Diphylleia grayi	153727
Diphylleia sinensis	382113
Diphysa robinioides	48133
Diphysa robinoides	
Dipidax triquertra Bak.	
Dipidax triquetra	
Diplacus aurantiacus	68869
Diplastrella sp.	
Diploclisia glaucescens	152357
Diploclisia glaucescens Diels	
Diplodarpon mali	
Diplodia corticola	236234
Diplodia macrospora	2754657
Diplodia macrospora ATTC 36896	
Diplodia mutila	85927
Diplodia mutila (Fr.) Mont.	
Diplodia sapinea	66738
Diplogelasinospora grovesii	303347
Diploicia canescens	144695
Diploknema butyracea	233684
Diplolophium buchanani	
Diplolophium buchananii	
Diplophyllum albicans	264775
Diplophyllum spp.	
Diplophyllum taxifolium	248355
Diplorhynchus condylocarpon	184386
Diplosoma sp.	2046460
Diplosoma virens	322858
Diplospora dubia	339291
Diplotaxis catholica	230966
Diplotaxis crassifolia	
Diplotaxis erucoides	3732
Diplotaxis griffithii	402662
Diplotaxis muralis	360583
Diplotaxis siifolia	180535
Diplotaxis tenuifolia	264416
Diplotaxis viminea	308284
Diplotaxis virgata	308285
Diplotropis martiusii	247911
Diplotropis purpurea	597292
Diplusodon helianthemifolius	1217210
Diplusodon speciosus	1217223
Dipogon lignosus	132441
Dipsacomyces acuminosporus	4866
Dipsacus asper	516548
Dipsacus asperoides	180066
Dipsacus azureus	
Dipsacus azureus Schrenk.	
Dipsacus fullonum	183561
Dipsacus japonicus	398306
Dipsacus laciniatus	398307
Dipterocarpus acutangulus	
Dipterocarpus alatus	340438
Dipterocarpus alatus Roxb.	
Dipterocarpus dyeri	340441
Dipterocarpus macrocarpus	
Dipterocarpus pilosus	
Dipterocarpus spp.	
Dipteronia sinensis	43782
Dipterygium glaucum	202664
Dipteryx odorata	53873
Dipteryx punctata	1079074
Dipthychocarpus strictus	
Dirca occidentalis	699060
Dirca palustris	39989
Discaria americana	262931
Discaria crenata	
Discaria febrifuga	
Discaria longispina	
Discodermia calyx	1451276
Discodermia dissoluta	76345
Discodermia sp.	73796
Discopodium penninervium	481609
Discosia sp. F-11809	
Disepalum anomalum	1766670
Disepalum plagioneurum	1766674
Disepalum pulchrum	690737
Disidea pallescens	
Disporopsis aspera	
Disporum cantoniense	714466
Distaplia regina	
Distemonanthus benthamianus	162759
Distephanus angulifolius	
Distimake cissoides	1580162
Distimake dissectus	197414
Distimake kentrocaulos	1580177
Distimake quinquefolius	714082
Distolasterias nipon	60573
Distylium racemosum	50998
Disynaphia halimifolia	
Ditaxis heterantha	
Dithyrea californica	980117
Dithyrea wislizenii	
Dittrichia graveolens	1532790
Dittrichia viscosa	56525
Docyniopsis tschonoski	
Docyniopsis tschonoskii	193305
Dodonaea lobulata	795990
Dodonaea madagascariensis	556957
Dodonaea microzyga	884391
Dodonaea petiolaris	569827
Dodonaea viscosa	151065
Doellingeria scaber	
Doellingeria umbellata	72927
Dolabella amicularia	
Dolabella auricularia	6511
Dolabrifera dolabrifera	114741
Dolichandra unguis-cati	73871
Dolichandrone falcata	
Dolichandrone serrulata	
Dolichandrone stipulata	
Dolichlasium lagascae	460322
Dolichoderus clarki	609356
Dolichopentas longiflora	387060
Dolichopsis paraguariensis	77315
Dolichos bifloru	
Dolichos marginata	
Dolichospermum circinale	109265
Dolichospermum flos-aquae	1166
Dolichospermum spiroides	135104
Dolichothele sphaerica	
Doliocarpus amazonicus	
Doliocarpus dentatus	1504171
Doliocarpus spraguei	1815887
Dolomiaea denticulata	2736575
Dolomiaea souliei	454324
Doona spp.	
Doratomyces putredinis F-10129	
Dorema kopetdaghense	489384
Doronicum grandiflorum	118763
Doronicum macrophyllum	118766
Doronicum pardalianches	118770
Dorstenia angusticornis	2604972
Dorstenia bahiensis	382339
Dorstenia barnimiana	2604976
Dorstenia barter i var. multiradiata	
Dorstenia barter i var. subtriangularis	
Dorstenia barteri	2604977
Dorstenia barteri var. subtriangularis	
Dorstenia brasiliensis	984796
Dorstenia bryonifolia	
Dorstenia cayapia subsp. asaroides	319933
Dorstenia cayapiaa	
Dorstenia ciliata	2604984
Dorstenia contrajerva	984801
Dorstenia dinklagei	2604986
Dorstenia dinklagii	
Dorstenia drakena	984804
Dorstenia excentria	
Dorstenia gigas	
Dorstenia heringerii	
Dorstenia kameruniana	984812
Dorstenia lindeniana	984813
Dorstenia mannii	194258
Dorstenia poinsettifolia	
Dorstenia prorepens	2605001
Dorstenia psilurus	106723
Dorstenia turbinata	984821
Dorstenia zenkeri	2605016
Dorycnium graecum	118896
Dorycnium pentaphyllum	181254
Dorycnium spp.	
Doryphora aromatica	49996
Doryphora sassafras	74884
Dorystoechas hastata	
Dothistroma pini	332034
Dovyalis abyssinica	1220074
Dovyalis hebecarpa	688332
Dovyalis macrocalyx	312437
Draba aizoides	87302
Draba nemorosa	171822
Draba spectabilis	171827
Draba verna	161951
Dracaena angustifolia	100531
Dracaena australis	
Dracaena cinnabari	1142948
Dracaena cinnabari Balf.	
Dracaena cochinchinensis	593754
Dracaena concinna	1280193
Dracaena draco	100532
Dracaena fragrans	231032
Dracaena loureiri	
Dracaena surculosa	1857799
Dracocephalum komarovi	
Dracocephalum kotschyi	180015
Dracocephalum moldavica	39296
Dracocephalum moldavicum	
Dracocephalum nutans	487746
Dracocephalum rupestre	587660
Dracocephalum tanguricum	
Dracocephalum thymiflorum	1534738
Dracocephalum wilsonii	
Dracontium spp.	
Dracophyllum spp.	
Dracula chimaera	125397
Dracunculus vulgaris	227503
Dragmacidon sp.	
Drechmeria balanoides	93589
Drechslera halodes	
Drechslera nodulosum	
Drechslera rostrata IMI 356287	
Drechslera sorokiniana	
Drechslera sp.	67606
Dregea volubilis L.	
Drepanospora viridis	339346
Dridmaria diandra	
Drimia altissima	65774
Drimia macrocentra	1207269
Drimia maritima	82070
Drimia robusta	
Drimiopsis maculata	81747
Drimys leucolata	
Drimys winteri	3419
Drimys winteri L.	
Drosanthemum floribundum	1053344
Drosera intermedia	463625
Drosera peltata	4369
Drosera peltata var.lunata	
Drosera rotundifolia	173423
Drosera spatulata	16681
Drosera spp.	
Drosera whittakeri	
Drosophyllum lustitanicum Link.	
Druinella sp.	
Drummondita calida	1226072
Drummondita hasselli	
Drummondita hassellii	282608
Dryas octopetala	57948
Drymaria cordata	191453
Drynaria fortunei Kunze J.SM.	
Dryobalanop aromatica	
Dryobalanops aromatica	64575
Dryobalanops oblongifolia	64576
Dryocosmus kuriphilus	310278
Dryophanta divisa	
Dryopteris austriaca	1091247
Dryopteris caucasica	1091249
Dryopteris chrysocoma	346291
Dryopteris crassirhizoma	97234
Dryopteris dickinsii	34164
Dryopteris filix-mas	3289
Dryopteris filix-mas.	
Dryopteris fragrans	239565
Dryopteris marginalis	449839
Dryopteris marginata	346307
Dryopteris pacifica	239587
Dryopteris sacrosancta	239594
Dryopteris sp.	
Dryopteris spp.	
Drypetes gossweileri	2708818
Drypetes inaequalis	2708819
Drypetes littoralis	344434
Drypetes molunduana Pax and Hoffm	
Drypetes tessmanniana	
Drypteris spp.	
Dubautia arborea	4249
Duboisia arenitensis	
Duboisia hopwoodii	540800
Duboisia leichardtii F.Muell	
Duboisia leichhardtii	195736
Duboisia leichhardtii F.Muell	
Duboisia myoporoides	195737
Dugesia mexicana	121910
Duguetia calycina Benoist Guianese	
Duguetia chrysocarpa	
Duguetia flagellaris	
Duguetia furfuracea	1563425
Duguetia hadrantha	294152
Duguetia obovata	
Duguetia odorata	294160
Duguetia spp.	
Duguetia vallicola	
Duguetia vollicola	
Duhaldea cappa	313931
Dulacea guainensis	
Dulacia guianensis	1186102
Dumasia truncata	157648
Dumortiera hirsuta	56917
Dumortiera hirsuta (Sw.) Nees	
Dunaliella parva	3048
Dunaliella primolecta	257627
Dunaliella teriolecta	
Dunbaria villosa	2730125
Dunnia sinensis Tutch.	
Duranta erecta	167917
Durio kutejensis	140964
Durio zibethinus	66656
Duroia hirsuta	114473
Durvillaea potatorum	91052
Dutaillyea baudouinii	
Dutaillyea drupacea	
Dutaillyea oreophila	
Dyera costulata	403085
Dynamena pumila	308606
Dysidea amblia	
Dysidea avara	196820
Dysidea cf.cristagalli	
Dysidea dendyi	
Dysidea etheria	283597
Dysidea fragilis	1336851
Dysidea herbacea	
Dysidea herbacea sp.1524	
Dysidea pallescens	1147785
Dysidea robusta	
Dysidea septosa	
Dysidea sp.	
Dysidea sp. n. 2054	1165073
Dysidea spp.	
Dysosma aurantiocaulis	335807
Dysosma delavayi	336383
Dysosma difformis	335806
Dysosma furfuracea	
Dysosma guangxiensis	
Dysosma majoensis	153728
Dysosma pleiantha	63349
Dysosma versipellis	93611
Dysosma versipellis var. tomentosa	
Dysoxylon acutangulum	
Dysoxylon alliceum	
Dysoxylum acutangulum	1504427
Dysoxylum densiflorum	1504429
Dysoxylum fraseranum	
Dysoxylum gaudichaudianum	
Dysoxylum hainanense	
Dysoxylum kuskusense	
Dysoxylum lenticellare	2731573
Dysoxylum malabaricum	693047
Dysoxylum schiffneri	
Dysoxylum variabile	
Dysphania ambrosioides	330163
Dysphania botrys	240045
Dysphania graveolens	1072218
Dysphania multifida	1072223
Ecballium elaterium	3679
Ecbolium linneanum Kurz.	
Eccremocarpus scaber	83945
Ecdysanthera utilis	
Echinacea angustifolia	308558
Echinacea pallida	53749
Echinacea purpurea	53751
Echinacea spp.	
Echinocereus blanckii	
Echinocereus cinerascens	867002
Echinocereus engelmannii	867004
Echinocereus triglochidiatus	336123
Echinochloa spp.	
Echinodictyum sp.	
Echinodontiellum japonicum	2018440
Echinodontium tinctorium	40440
Echinodontium tsugicola	112241
Echinodorus macrophyllus	1041030
Echinop echinatus	
Echinop ritro	
Echinopepon bigelovii	386140
Echinopora lamellosa	46694
Echinopos sphaerocephalus	
Echinops commutatus	
Echinops echinatus	909143
Echinops grijissi	
Echinops grijsii	1804979
Echinops niveus	274428
Echinops ritro	41571
Echinops sphaerocephalus	92910
Echinops spp.	
